experiment_id,checkpoint_turn,model_name,feature_group,eligible_games,reversals,lead_preserved,feature_count_configured,l2_regularization_coefficient,standardization_policy,zero_variance_handling,oof_roc_auc,fold_mean_roc_auc,fold_std_roc_auc,oof_balanced_accuracy,fold_mean_balanced_accuracy,fold_std_balanced_accuracy,oof_average_precision,fold_mean_average_precision,fold_std_average_precision
uct-100000-self-play,16,supply_only,supply,78,29,49,5,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.597467,0.618889,0.207892,0.4905,0.491111,0.036345,0.465853,0.573845,0.158008
uct-100000-self-play,16,allocation_recent_trend,allocation_recent_trend,78,29,49,6,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.517945,0.495556,0.123815,0.489796,0.49,0.022361,0.370263,0.444819,0.094797
uct-100000-self-play,16,combined,combined,78,29,49,15,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.568614,0.577778,0.245735,0.542224,0.547778,0.106182,0.508243,0.575151,0.192545
uct-100000-self-play,20,objective_only,objective,86,32,54,4,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.695312,0.71474,0.133998,0.588542,0.590736,0.039327,0.595785,0.687311,0.130749
uct-100000-self-play,20,supply_only,supply,86,32,54,5,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.613137,0.624719,0.147251,0.578704,0.58039,0.061458,0.576855,0.635972,0.142685
uct-100000-self-play,20,allocation_recent_trend,allocation_recent_trend,86,32,54,6,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.677083,0.681688,0.191737,0.588542,0.589264,0.130662,0.559059,0.666815,0.210739
uct-100000-self-play,20,combined,combined,86,32,54,15,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.677083,0.677013,0.164076,0.644676,0.645065,0.098447,0.598855,0.666874,0.184751
uct-30000-self-play,8,objective_only,objective,80,29,51,4,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.533807,0.561909,0.097466,0.512508,0.51,0.032489,0.398476,0.468172,0.042777
uct-30000-self-play,8,supply_only,supply,80,29,51,5,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.521974,0.544848,0.140593,0.514875,0.513333,0.067082,0.41631,0.508559,0.081627
uct-30000-self-play,8,allocation_recent_trend,allocation_recent_trend,80,29,51,6,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.544625,0.569545,0.084446,0.490534,0.491818,0.047873,0.392887,0.46746,0.060375
uct-30000-self-play,8,combined,combined,80,29,51,15,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.533469,0.547818,0.08942,0.488168,0.487576,0.033734,0.397917,0.465375,0.03434
uct-30000-self-play,12,objective_only,objective,76,32,44,4,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.684304,0.726819,0.086642,0.673295,0.676984,0.073686,0.653673,0.706369,0.062775
uct-30000-self-play,12,supply_only,supply,76,32,44,5,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.539773,0.550132,0.088847,0.522727,0.518651,0.114973,0.473611,0.571714,0.119399
uct-30000-self-play,12,allocation_recent_trend,allocation_recent_trend,76,32,44,6,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.545099,0.571098,0.158468,0.553977,0.560516,0.115178,0.462728,0.552097,0.141756
uct-30000-self-play,12,combined,combined,76,32,44,15,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.672585,0.714484,0.148466,0.616477,0.622421,0.101073,0.610943,0.677181,0.177143
uct-30000-self-play,16,objective_only,objective,81,36,45,4,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.266049,0.284127,0.136936,0.4,0.4,0.113855,0.324514,0.373755,0.05613
uct-30000-self-play,16,supply_only,supply,81,36,45,5,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.664506,0.713492,0.250761,0.641667,0.640278,0.249846,0.63409,0.742193,0.205964
uct-30000-self-play,16,allocation_recent_trend,allocation_recent_trend,81,36,45,6,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.466975,0.513492,0.265926,0.461111,0.461706,0.146509,0.417194,0.551904,0.20171
uct-30000-self-play,16,combined,combined,81,36,45,15,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.616049,0.612698,0.239046,0.577778,0.575198,0.242064,0.57282,0.643808,0.209375
uct-30000-self-play,20,objective_only,objective,89,31,58,4,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.742492,0.754329,0.140784,0.682703,0.680628,0.105901,0.652477,0.722425,0.144145
uct-30000-self-play,20,supply_only,supply,89,31,58,5,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.703003,0.738672,0.088906,0.562291,0.566667,0.140064,0.55782,0.640318,0.131493
uct-30000-self-play,20,allocation_recent_trend,allocation_recent_trend,89,31,58,6,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.796162,0.808478,0.115211,0.666574,0.666342,0.093436,0.645162,0.70111,0.143849
uct-30000-self-play,20,combined,combined,89,31,58,15,0.1,training_fold_population_mean_and_standard_deviation,exclude_from_training_fold,0.807008,0.790837,0.122491,0.690211,0.690584,0.135076,0.679276,0.712018,0.173068
