position_id,iteration_budget,rank,plan_signature,count,frequency
turn-2-supply-expansion,10000,12,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S32"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S32:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,13,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S22"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S31:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,14,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S13"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,15,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S21"",""S31"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S21:0:0:0>2:0:1"",""S31:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,16,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S21"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S21:0:0:0>2:0:1"",""S31:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,17,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,18,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S31"",""S32"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S31:0:0:0>2:0:1"",""S32:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,19,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S22"",""S32""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S32:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,20,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S12""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>2:1:2""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,21,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S31"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S31:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,22,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>2:1:2""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,23,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S22"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,24,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S31"",""S32""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S31:0:0:0>2:0:1"",""S32:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,10000,25,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S21"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S21:0:0:0>2:0:1"",""S31:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,1,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S32"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S32:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",5,0.166667
turn-2-supply-expansion,30000,2,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>2:1:2""]},""version"":1}",3,0.1
turn-2-supply-expansion,30000,3,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S31"",""S32""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S31:0:0:0>2:0:1"",""S32:0:0:0>2:0:1""]},""version"":1}",3,0.1
turn-2-supply-expansion,30000,4,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S13"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>2:1:2"",""S22:1:1:0>0:1:1""]},""version"":1}",2,0.066667
turn-2-supply-expansion,30000,5,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1""]},""version"":1}",2,0.066667
turn-2-supply-expansion,30000,6,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S22"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S33:0:0:0>2:0:1""]},""version"":1}",2,0.066667
turn-2-supply-expansion,30000,7,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S12"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>2:1:2"",""S22:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,8,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S22"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S22:1:1:0>2:1:2""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,9,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S13"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,10,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,11,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S12"",""S23""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>2:1:2"",""S23:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,12,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S22"",""S23""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S23:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,13,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S12"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>2:1:2"",""S13:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,14,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S21"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S21:0:0:0>2:0:1"",""S31:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,15,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S31:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,16,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S12""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>2:1:2""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,17,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S21""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>0:1:1"",""S21:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,18,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,30000,19,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S22"",""S23"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S22:1:1:0>0:1:1"",""S23:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,1,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1""]},""version"":1}",4,0.133333
turn-2-supply-expansion,100000,2,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S32"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S32:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",3,0.1
turn-2-supply-expansion,100000,3,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S12""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>2:1:2""]},""version"":1}",3,0.1
turn-2-supply-expansion,100000,4,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>2:1:2""]},""version"":1}",3,0.1
turn-2-supply-expansion,100000,5,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S31"",""S32""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S31:0:0:0>2:0:1"",""S32:0:0:0>2:0:1""]},""version"":1}",2,0.066667
turn-2-supply-expansion,100000,6,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S12"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>2:1:2"",""S13:1:1:0>0:1:1""]},""version"":1}",2,0.066667
turn-2-supply-expansion,100000,7,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S21"",""S31""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S21:0:0:0>2:0:1"",""S31:0:0:0>2:0:1""]},""version"":1}",2,0.066667
turn-2-supply-expansion,100000,8,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S13""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,9,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S12"",""S22""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>2:1:2"",""S22:1:1:0>0:1:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,10,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S23"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S23:0:0:0>2:0:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,11,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S11"",""S12"",""S21""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S11:0:0:0>2:0:1"",""S12:1:1:0>0:1:1"",""S21:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,12,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S33""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S33:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,13,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S12"",""S13"",""S32""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S12:1:1:0>0:1:1"",""S13:1:1:0>0:1:1"",""S32:0:0:0>2:0:1""]},""version"":1}",1,0.033333
turn-2-supply-expansion,100000,14,"{""objective_strategy"":{""piece_count"":0,""placement_sites"":[]},""placement_target_category"":{""objective_placements"":0,""supply_placements"":3},""spatial_strategy"":{""central"":3,""corner"":0,""edge"":0},""supply_strategy"":{""placement_sites"":[""S13"",""S22"",""S23""],""secured_transitions"":[],""source_sites"":[],""unresolved_transitions"":[""S13:1:1:0>0:1:1"",""S22:1:1:0>0:1:1"",""S23:0:0:0>2:0:1""]},""version"":1}",1,0.033333
